Habitat_type;Sampling_regime;PlotIDYear;Exploratory;PlotID;CollectionYear;biomass;abundance_unidentified_identified;abundance_identified;species;abundance_carnivore;species_carnivore;biomass_carnivore;abundance_herbivore;species_herbivore;biomass_herbivore;abundance_detritomycetophage;species_detritomycetophage;biomass_detritomycetophage;abundance_omnivore;species_omnivore;biomass_omnivore;abundance_weak_disperser;species_weak_disperser;biomass_weak_disperser;abundance_strong_disperser;species_strong_disperser;biomass_strong_disperser;landuse_intensity;mean_winter_temperature;precipitation_sum_growing_preriod;grassland_cover_250;grassland_cover_500;grassland_cover_1000;grassland_cover_1500;arable_cover_1000;arable_cover_1500;arable_cover_250;arable_cover_500
grassland;annual;HEG39_2015;HAI;HEG39;2015;927.005310667633;124;23;17;7;6;395.157971652773;16;11;531.847339014861;0;0;0;0;0;0;1;1;927.005310667633;1;1;1.52858561321321;1.31;2.06434041666667;357.07;35.05;23.48;17.51;19.2;7.52;9.76;0;0.04
grassland;annual;HEG39_2016;HAI;HEG39;2016;2442.55209240493;487;66;28;11;8;409.006105789278;50;17;2028.71881489763;5;3;4.82717171802452;0;0;0;2;2;2442.55209240493;2;2;613.763130473506;1.31;3.59586421487603;371.08;35.05;23.48;17.51;19.2;7.52;9.76;0;0.04
grassland;annual;HEG39_2017;HAI;HEG39;2017;3470.68083529317;778;74;34;10;5;544.756184591781;48;27;2805.67042749307;15;1;9.09751292872238;1;1;111.156710279595;5;3;3470.68083529317;1;1;130.508029433516;1.31;0.355506916666667;494.70001;35.05;23.48;17.51;19.2;7.52;9.76;0;0.04
grassland;annual;HEG40_2008;HAI;HEG40;2008;7156.04115217158;284;139;31;6;3;216.92715776203;129;24;6908.98724007876;1;1;1.13268141110866;3;3;28.9940729196906;11;4;7156.04115217158;2;1;1850.09371983963;1.59;3.07883256198347;494.49;79.61;59.91;33.56;29.75;15.05;28.08;0;0
grassland;annual;HEG40_2009;HAI;HEG40;2009;1210.05775022849;295;37;18;5;4;98.3985141372261;30;12;1097.57994039393;1;1;11.5264883755522;1;1;2.55280732177317;4;2;1210.05775022849;1;1;778.926496131896;1.59;0.414218416666667;598.87;79.61;59.91;33.56;29.75;15.05;28.08;0;0
grassland;annual;HEG40_2010;HAI;HEG40;2010;978.649787745057;92;33;21;4;4;201.392337575861;28;16;776.650949307281;1;1;0.606500861914825;0;0;0;9;2;978.649787745057;7;1;14.4500747348352;1.59;0.403239916666667;557.71;79.61;59.91;33.56;29.75;15.05;28.08;0;0
grassland;annual;HEG40_2011;HAI;HEG40;2011;3209.14230758667;803;61;21;12;6;350.921695795792;48;14;2835.29987364458;0;0;0;1;1;22.920738146307;0;0;3209.14230758667;0;0;0;1.59;0.24285375;330.15;79.61;59.91;33.56;29.75;15.05;28.08;0;0
grassland;annual;HEG40_2012;HAI;HEG40;2012;2490.20245858226;1958;98;29;22;11;591.611214141192;62;16;1889.91112520514;14;2;8.68011923592531;0;0;0;12;2;2490.20245858226;2;1;783.850328074651;1.59;1.31803710743802;428.82;79.61;59.91;33.56;29.75;15.05;28.08;0;0
grassland;annual;HEG40_2013;HAI;HEG40;2013;2499.03852706209;650;52;21;6;3;184.279193573659;39;15;2305.22310197834;6;2;5.21754681907047;1;1;4.31868469101339;0;0;2499.03852706209;0;0;0;1.59;1.13009083333333;544.53;79.61;59.91;33.56;29.75;15.05;28.08;0;0
grassland;annual;HEG40_2014;HAI;HEG40;2014;14234.4527250275;419;86;25;13;6;446.790672938135;73;19;13787.6620520893;0;0;0;0;0;0;23;4;14234.4527250275;12;1;7883.63094316994;1.59;3.51024675;550.3;79.61;59.91;33.56;29.75;15.05;28.08;0;0
grassland;annual;HEG40_2015;HAI;HEG40;2015;87.519931026808;358;5;3;0;0;0;4;2;86.9134301648931;1;1;0.606500861914825;0;0;0;0;0;87.519931026808;0;0;0;1.59;2.55873625;372.15;79.61;59.91;33.56;29.75;15.05;28.08;0;0
grassland;annual;HEG40_2016;HAI;HEG40;2016;5111.22092617659;1171;64;22;38;3;1540.43122008094;21;16;3563.51883740779;4;2;2.95218399685314;1;1;4.31868469101339;1;1;5111.22092617659;1;1;593.080715351821;1.59;4.4374;402.07;79.61;59.91;33.56;29.75;15.05;28.08;0;0
grassland;annual;HEG40_2017;HAI;HEG40;2017;12498.8292823808;1859;318;41;26;9;920.761583251019;266;27;11307.0553159377;15;1;9.09751292872238;11;4;261.914870263335;44;6;12498.8292823808;2;2;3113.47213742392;1.59;1.02675;514.82;79.61;59.91;33.56;29.75;15.05;28.08;0;0
grassland;annual;HEG41_2008;HAI;HEG41;2008;31587.6961960712;1566;516;60;11;8;1251.93863794719;500;49;30199.0398164938;0;0;0;5;3;136.717741630212;109;14;31587.6961960712;6;4;7213.48040026778;0.94;2.71078851239669;478.02;92.71;70.61;36.65;22.82;26;40.38;0;4.09
grassland;annual;HEG41_2009;HAI;HEG41;2009;3377.54786672024;861;67;32;2;2;337.579375783838;62;27;2998.48539355384;1;1;0.606500861914825;2;2;40.8765965206412;30;6;3377.54786672024;2;1;1687.51182183898;0.94;0.051993083333333;547.4;92.71;70.61;36.65;22.82;26;40.38;0;4.09
grassland;annual;HEG41_2010;HAI;HEG41;2010;1334.22403182892;1783;55;29;10;9;381.635408868641;43;19;885.894723420719;0;0;0;2;1;66.6938995395591;11;5;1334.22403182892;9;3;150.190285662961;0.94;-0.43233375;504.63;92.71;70.61;36.65;22.82;26;40.38;0;4.09
grassland;annual;HEG41_2011;HAI;HEG41;2011;4191.01448168965;1025;97;23;4;3;35.3955792242326;92;19;4122.27195269563;0;0;0;1;1;33.3469497697795;4;3;4191.01448168965;2;2;152.006403433364;0.94;-0.417149333333333;363.43;92.71;70.61;36.65;22.82;26;40.38;0;4.09
grassland;annual;HEG41_2012;HAI;HEG41;2012;1075.42076801236;240;17;12;5;5;26.7118799728692;12;7;1048.70888803949;0;0;0;0;0;0;4;2;1075.42076801236;0;0;201.34081181878;0.94;1.11126380165289;424.53;92.71;70.61;36.65;22.82;26;40.38;0;4.09
grassland;annual;HEG41_2013;HAI;HEG41;2013;512.831411706293;343;26;18;5;4;19.8812251643833;18;11;386.487582312043;2;2;46.6269079007571;1;1;59.8356963291091;3;3;512.831411706293;1;1;59.6804018547172;0.94;0.51220825;531.41;92.71;70.61;36.65;22.82;26;40.38;0;4.09
grassland;annual;HEG41_2014;HAI;HEG41;2014;632.838083540546;158;25;14;13;8;162.724083498412;12;6;470.114000042134;0;0;0;0;0;0;2;2;632.838083540546;0;0;70.4273005025101;0.94;2.92993366666667;470.23;92.71;70.61;36.65;22.82;26;40.38;0;4.09
grassland;annual;HEG41_2015;HAI;HEG41;2015;16.5069770457769;141;5;5;3;3;5.35534579772147;1;1;9.39698116568522;0;0;0;1;1;1.75465008237019;1;1;16.5069770457769;0;0;1.04494683262235;0.94;2.19672958333333;344.8;92.71;70.61;36.65;22.82;26;40.38;0;4.09
grassland;annual;HEG41_2016;HAI;HEG41;2016;844.376789359854;394;10;10;4;4;205.049412846826;6;6;639.327376513028;0;0;0;0;0;0;1;1;844.376789359854;0;0;2.40684023581219;0.94;3.79788933884298;358.77;92.71;70.61;36.65;22.82;26;40.38;0;4.09
grassland;annual;HEG41_2017;HAI;HEG41;2017;2344.46372354341;434;63;19;5;5;106.598634787022;54;11;2099.17941215855;1;1;1.13268141110866;3;2;137.552995186723;4;2;2344.46372354341;0;0;276.968074373958;0.94;0.757447666666667;415.86001;92.71;70.61;36.65;22.82;26;40.38;0;4.09
grassland;annual;HEG42_2008;HAI;HEG42;2008;20426.3073045164;1606;446;65;31;8;3225.28332519333;401;51;17005.5288457724;6;3;11.8344844830914;8;3;183.660649067549;181;13;20426.3073045164;38;5;10524.4495805984;0.69;2.40163520661157;523.62;52.12;40.33;37.86;34.05;20.34;14.34;6.19;21.36
grassland;annual;HEG42_2009;HAI;HEG42;2009;3609.79108243541;472;54;28;8;6;836.972689213426;41;19;2598.30304464194;0;0;0;5;3;174.515348580043;13;3;3609.79108243541;1;1;1482.59883312371;0.69;-0.419920083333333;708.09;52.12;40.33;37.86;34.05;20.34;14.34;6.19;21.36
grassland;annual;HEG42_2010;HAI;HEG42;2010;5190.96310121268;1065;130;44;21;16;1818.93504937706;104;25;3151.56380765309;1;1;0.606500861914825;4;2;219.85774332062;8;5;5190.96310121268;4;3;47.5378434458171;0.69;-0.75536116666667;487.89;52.12;40.33;37.86;34.05;20.34;14.34;6.19;21.36
grassland;annual;HEG42_2011;HAI;HEG42;2011;3944.11218519318;436;97;25;9;6;196.089214594208;85;17;3655.01927109508;0;0;0;3;2;93.0036995038947;27;4;3944.11218519318;2;2;1738.60799190964;0.69;-0.99110025;317.98;52.12;40.33;37.86;34.05;20.34;14.34;6.19;21.36
grassland;annual;HEG42_2012;HAI;HEG42;2012;5420.44082604724;1430;90;23;7;6;278.164938979781;79;16;4977.76568906376;0;0;0;4;1;164.510198003698;43;8;5420.44082604724;6;4;3096.06290467356;0.69;0.39631867768595;435.4;52.12;40.33;37.86;34.05;20.34;14.34;6.19;21.36
grassland;annual;HEG42_2013;HAI;HEG42;2013;1185.02767674586;363;30;22;9;9;79.1687757471048;19;12;1039.1650014592;0;0;0;2;1;66.6938995395591;3;3;1185.02767674586;1;1;617.835355763406;0.69;0.537972166666667;614.92999;52.12;40.33;37.86;34.05;20.34;14.34;6.19;21.36
grassland;annual;HEG42_2014;HAI;HEG42;2014;2915.36372810543;2109;45;28;8;6;1313.49906710772;32;18;1540.08483626678;2;1;1.21300172382965;3;3;60.5668230071058;14;3;2915.36372810543;0;0;955.633151078424;0.69;2.88908683333333;550.71;52.12;40.33;37.86;34.05;20.34;14.34;6.19;21.36
grassland;annual;HEG42_2015;HAI;HEG42;2015;1212.76990267947;514;48;31;13;11;421.677178088439;34;19;790.486223729112;1;1;0.606500861914825;0;0;0;8;5;1212.76990267947;6;3;20.7082851522922;0.69;1.91129833333333;335.64;52.12;40.33;37.86;34.05;20.34;14.34;6.19;21.36
grassland;annual;HEG42_2016;HAI;HEG42;2016;304.755378614772;214;19;11;5;3;14.575601399457;11;5;217.185469077578;0;0;0;3;3;72.9943081377377;0;0;304.755378614772;0;0;0;0.69;3.83335818181818;368.33;52.12;40.33;37.86;34.05;20.34;14.34;6.19;21.36
grassland;annual;HEG42_2017;HAI;HEG42;2017;2174.99120215634;817;67;29;12;10;732.40044674545;47;14;1236.60110400821;1;1;0.606500861914825;7;4;205.383150540764;10;4;2174.99120215634;4;2;533.313412649326;0.69;0.745586666666667;493.81;52.12;40.33;37.86;34.05;20.34;14.34;6.19;21.36
grassland;annual;HEG43_2008;HAI;HEG43;2008;29315.8988931074;1730;772;58;15;7;613.13106040399;744;46;28543.839339026;2;1;1.21300172382965;11;4;157.715491953593;67;12;29315.8988931074;31;8;6187.43300111092;0.93;2.37258917355372;426.87;46.34;18.12;15.05;17.6;65.14;61.13;51.04;74.86
grassland;annual;HEG43_2009;HAI;HEG43;2009;1641.02712685903;494;34;21;1;1;62.4839161833574;31;18;1560.29701849212;0;0;0;2;2;18.2461921835472;7;4;1641.02712685903;2;2;368.594046149457;0.93;-0.07141275;518.9;46.34;18.12;15.05;17.6;65.14;61.13;51.04;74.86
grassland;annual;HEG43_2010;HAI;HEG43;2010;555.634175095331;379;20;11;3;3;321.342358210382;16;7;207.74269961524;0;0;0;1;1;26.5491172697079;3;2;555.634175095331;3;2;78.4760718746869;0.93;-0.591597;530.42;46.34;18.12;15.05;17.6;65.14;61.13;51.04;74.86
grassland;annual;HEG43_2011;HAI;HEG43;2011;2163.45498473738;599;176;18;4;3;89.693452727433;170;13;2067.24394243573;1;1;0.606500861914825;1;1;5.91108871230186;1;1;2163.45498473738;1;1;593.080715351821;0.93;-0.71920841666667;354.26;46.34;18.12;15.05;17.6;65.14;61.13;51.04;74.86
grassland;annual;HEG43_2012;HAI;HEG43;2012;688.595655533737;353;20;12;6;5;47.4167314697288;14;7;641.178924064008;0;0;0;0;0;0;7;3;688.595655533737;2;1;417.501881497583;0.93;0.85584;422.92;46.34;18.12;15.05;17.6;65.14;61.13;51.04;74.86
grassland;annual;HEG43_2013;HAI;HEG43;2013;4150.55479741424;703;220;31;6;6;123.626674370958;211;22;3951.84712291066;1;1;0.606500861914825;2;2;74.4744992707041;96;7;4150.55479741424;24;5;1216.01862368212;0.93;0.194138416666667;581.25;46.34;18.12;15.05;17.6;65.14;61.13;51.04;74.86
grassland;annual;HEG43_2014;HAI;HEG43;2014;705.956481527775;166;17;9;4;4;35.4826242914836;12;4;669.867356374377;1;1;0.606500861914825;0;0;0;0;0;705.956481527775;0;0;0;0.93;2.46347933333333;469.27;46.34;18.12;15.05;17.6;65.14;61.13;51.04;74.86
grassland;annual;HEG43_2015;HAI;HEG43;2015;382.72757740874;161;11;9;3;3;147.571570461684;8;6;235.156006947056;0;0;0;0;0;0;0;0;382.72757740874;0;0;0;0.93;1.78097208333333;406.32;46.34;18.12;15.05;17.6;65.14;61.13;51.04;74.86
grassland;annual;HEG43_2016;HAI;HEG43;2016;282.009385159016;214;19;13;5;3;42.6207100606309;12;9;179.73192536427;0;0;0;2;1;59.6567497341151;2;2;282.009385159016;2;2;33.3760456359065;0.93;3.51587826446281;374.9;46.34;18.12;15.05;17.6;65.14;61.13;51.04;74.86
grassland;annual;HEG43_2017;HAI;HEG43;2017;303.116429624869;78;11;10;3;2;11.5792158947499;8;8;291.537213730119;0;0;0;0;0;0;2;2;303.116429624869;1;1;107.438873361914;0.93;0.547124916666667;499.37001;46.34;18.12;15.05;17.6;65.14;61.13;51.04;74.86
grassland;annual;HEG44_2008;HAI;HEG44;2008;15952.4930190463;1405;631;59;15;9;666.98580504066;616;50;15285.5072140057;0;0;0;0;0;0;197;14;15952.4930190463;109;8;6396.68750331927;0.87;2.19822991735537;448.97;54.09;24.38;18.4;22.64;30.79;23.82;22.71;38.37
grassland;annual;HEG44_2009;HAI;HEG44;2009;11184.5014762873;849;240;27;4;4;69.1793875396245;233;21;11032.9348043464;0;0;0;3;2;82.3872844013331;161;8;11184.5014762873;7;2;10192.8291134225;0.87;-0.296763416666667;586.39;54.09;24.38;18.4;22.64;30.79;23.82;22.71;38.37
grassland;annual;HEG44_2010;HAI;HEG44;2010;1026.14727485801;470;61;22;6;6;351.871528694836;49;11;492.957062994778;2;2;1.73918227302349;4;3;179.579500895371;5;3;1026.14727485801;3;1;114.974778301893;0.87;-0.57460741666667;496.68;54.09;24.38;18.4;22.64;30.79;23.82;22.71;38.37
grassland;annual;HEG44_2011;HAI;HEG44;2011;2085.57327033429;324;37;17;3;3;9.82479363604212;33;13;2042.40152692847;0;0;0;1;1;33.3469497697795;21;4;2085.57327033429;6;2;986.22003964978;0.87;-0.8019515;331.35;54.09;24.38;18.4;22.64;30.79;23.82;22.71;38.37
grassland;annual;HEG44_2012;HAI;HEG44;2012;3099.3364122934;1053;129;33;13;9;147.747462037293;112;21;2857.9787498903;1;1;0.606500861914825;3;2;93.0036995038947;35;6;3099.3364122934;13;3;1507.23604315124;0.87;0.561494214876033;424.66;54.09;24.38;18.4;22.64;30.79;23.82;22.71;38.37
grassland;annual;HEG44_2013;HAI;HEG44;2013;558.218271680425;261;22;19;5;5;43.112886295738;15;12;511.946077200999;1;1;0.606500861914825;1;1;2.55280732177317;7;5;558.218271680425;5;3;139.008306303351;0.87;0.113534416666667;596.96;54.09;24.38;18.4;22.64;30.79;23.82;22.71;38.37
grassland;annual;HEG44_2014;HAI;HEG44;2014;1200.60371543837;261;22;11;3;3;57.2690738451213;18;7;1109.98769182347;0;0;0;1;1;33.3469497697795;12;2;1200.60371543837;0;0;807.458665261871;0.87;2.57094116666667;549.9;54.09;24.38;18.4;22.64;30.79;23.82;22.71;38.37
grassland;annual;HEG44_2015;HAI;HEG44;2015;70.0901120745456;99;5;5;2;2;41.5756889833473;3;3;28.5144230911983;0;0;0;0;0;0;1;1;70.0901120745456;1;1;12.6936305142219;0.87;1.57549966666667;328.03;54.09;24.38;18.4;22.64;30.79;23.82;22.71;38.37
grassland;annual;HEG44_2016;HAI;HEG44;2016;4871.32677650061;689;30;19;5;3;263.253001145508;22;14;4605.97838696255;2;1;1.21300172382965;1;1;0.882386668723421;1;1;4871.32677650061;1;1;593.080715351821;0.87;3.48355727272727;352.71;54.09;24.38;18.4;22.64;30.79;23.82;22.71;38.37
grassland;annual;HEG44_2017;HAI;HEG44;2017;1530.5203050692;1193;59;30;5;4;37.2312992187677;53;25;1492.55253545666;0;0;0;1;1;0.736470393775502;25;9;1530.5203050692;9;4;939.651703550721;0.87;0.317604;503.6;54.09;24.38;18.4;22.64;30.79;23.82;22.71;38.37
grassland;annual;HEG45_2008;HAI;HEG45;2008;12459.4481394624;1086;393;47;8;4;1117.76416820216;382;40;11333.5209775759;2;2;1.73918227302349;1;1;6.42381141129123;103;8;12459.4481394624;10;3;6800.85226981217;0.77;2.70844694214876;432.25;84.07;58.81;36.07;21.34;18.46;36.38;8.61;12.31
grassland;annual;HEG45_2009;HAI;HEG45;2009;15149.6286060263;2126;273;47;7;6;575.55739764224;259;35;14029.9975357782;2;2;3.159308183688;5;4;540.914364422199;159;6;15149.6286060263;5;3;12102.8300159522;0.77;0.060555833333333;540.62;84.07;58.81;36.07;21.34;18.46;36.38;8.61;12.31
grassland;annual;HEG45_2010;HAI;HEG45;2010;399.054576360692;182;22;15;5;5;60.6622571358792;16;9;297.264769723888;0;0;0;1;1;41.1275495009245;1;1;399.054576360692;1;1;1.52858561321321;0.77;-0.34404825;497.95;84.07;58.81;36.07;21.34;18.46;36.38;8.61;12.31
grassland;annual;HEG45_2011;HAI;HEG45;2011;890.896500837331;317;53;26;9;7;232.7140759561;38;17;621.459439781741;1;1;35.1979850994905;5;1;1.525;2;1;890.896500837331;2;1;41.3648302433694;0.77;-0.55859416666667;327.03;84.07;58.81;36.07;21.34;18.46;36.38;8.61;12.31
grassland;annual;HEG45_2012;HAI;HEG45;2012;2717.23666273485;586;54;26;5;3;88.1903359430388;48;22;2595.69937702203;0;0;0;1;1;33.3469497697795;14;8;2717.23666273485;6;4;1202.33924574117;0.77;1.02427347107438;416.54;84.07;58.81;36.07;21.34;18.46;36.38;8.61;12.31
grassland;annual;HEG45_2013;HAI;HEG45;2013;3619.625105416;622;62;24;1;1;2.19775991209955;61;23;3617.4273455039;0;0;0;0;0;0;32;6;3619.625105416;6;3;2911.54686408337;0.77;0.727655666666667;573;84.07;58.81;36.07;21.34;18.46;36.38;8.61;12.31
grassland;annual;HEG45_2014;HAI;HEG45;2014;1359.41977720718;560;48;27;12;9;224.378749040939;31;15;1132.6371406356;1;1;0.606500861914825;4;2;1.79738666872342;6;4;1359.41977720718;2;1;238.985306021628;0.77;3.13832291666667;554.1;84.07;58.81;36.07;21.34;18.46;36.38;8.61;12.31
grassland;annual;HEG45_2015;HAI;HEG45;2015;440.098333502099;557;21;15;5;4;22.5650140632544;13;8;354.052994802007;0;0;0;3;3;63.4803246368371;2;1;440.098333502099;2;1;25.3872610284437;0.77;2.14577066666667;311.16;84.07;58.81;36.07;21.34;18.46;36.38;8.61;12.31
grassland;annual;HEG45_2016;HAI;HEG45;2016;3938.54096123747;1964;72;39;13;8;186.692637892494;52;26;3689.42892865725;3;2;3.08798944500103;4;3;59.3314052427211;6;4;3938.54096123747;3;3;616.15371345948;0.77;4.02660818181818;351.81001;84.07;58.81;36.07;21.34;18.46;36.38;8.61;12.31
grassland;annual;HEG45_2017;HAI;HEG45;2017;2749.71953997039;624;50;23;5;5;67.2369035945739;39;14;2291.35685564892;0;0;0;6;4;391.125780726889;11;4;2749.71953997039;1;1;744.33968027493;0.77;0.93290625;492.64001;84.07;58.81;36.07;21.34;18.46;36.38;8.61;12.31
grassland;annual;HEG46_2008;HAI;HEG46;2008;24474.9390062666;1869;542;77;19;14;1391.45205686466;508;56;22318.8623498258;3;2;3.49019338141591;12;5;761.134406194775;120;12;24474.9390062666;25;3;12893.4672441124;0.92;2.89804727272727;412.91;59.76;47.49;15.4;11.65;52.83;61.24;0;14.41
grassland;annual;HEG46_2009;HAI;HEG46;2009;20423.813796611;1393;436;52;5;5;222.233786509253;421;42;19564.0933529016;0;0;0;10;5;637.486657200134;73;8;20423.813796611;4;3;3875.55182744875;0.92;0.192298583333333;514.94;59.76;47.49;15.4;11.65;52.83;61.24;0;14.41
grassland;annual;HEG46_2010;HAI;HEG46;2010;1560.77170892494;949;59;26;8;6;252.044948652147;46;17;1086.00271230831;0;0;0;5;3;222.724047964485;6;4;1560.77170892494;4;2;131.236265920863;0.92;-0.0919305;580.20999;59.76;47.49;15.4;11.65;52.83;61.24;0;14.41
grassland;annual;HEG46_2011;HAI;HEG46;2011;8408.86325402566;744;133;25;5;4;107.290253122798;127;20;8271.7446260358;0;0;0;1;1;29.8283748670576;12;6;8408.86325402566;3;3;472.247552788905;0.92;-0.112274166666667;303.7;59.76;47.49;15.4;11.65;52.83;61.24;0;14.41
grassland;annual;HEG46_2012;HAI;HEG46;2012;11355.2836006729;521;242;36;12;7;359.668507379868;227;26;10849.3932263075;2;2;1.73918227302349;1;1;144.482684712558;70;3;11355.2836006729;15;1;3050.49107909521;0.92;1.17020958677686;418.04;59.76;47.49;15.4;11.65;52.83;61.24;0;14.41
grassland;annual;HEG46_2013;HAI;HEG46;2013;2177.24848238539;624;56;21;6;4;255.072272430296;49;16;1904.09460000509;1;1;18.0816099500086;0;0;0;33;6;2177.24848238539;6;4;1671.15971787025;0.92;0.888062583333333;475.32;59.76;47.49;15.4;11.65;52.83;61.24;0;14.41
grassland;annual;HEG46_2014;HAI;HEG46;2014;5680.67074301627;393;84;20;7;6;316.537170732262;76;13;5363.52707142209;1;1;0.606500861914825;0;0;0;22;5;5680.67074301627;1;1;994.476646132702;0.92;2.89260775;413.99;59.76;47.49;15.4;11.65;52.83;61.24;0;14.41
grassland;annual;HEG46_2015;HAI;HEG46;2015;385.474329595401;271;25;17;6;6;59.3747579272772;19;11;326.099571668124;0;0;0;0;0;0;8;4;385.474329595401;5;2;182.730205622548;0.92;2.32443766666667;306.72;59.76;47.49;15.4;11.65;52.83;61.24;0;14.41
grassland;annual;HEG46_2016;HAI;HEG46;2016;824.748395625911;315;23;17;6;3;15.6579822668462;13;10;741.944226301629;1;1;0.606500861914825;3;3;66.5396861955213;4;3;824.748395625911;1;1;177.697288530981;0.92;3.92218;289.32;59.76;47.49;15.4;11.65;52.83;61.24;0;14.41
grassland;annual;HEG46_2017;HAI;HEG46;2017;2785.83170177023;473;70;22;4;4;38.0131124006911;66;18;2747.81858936953;0;0;0;0;0;0;17;3;2785.83170177023;2;1;171.248597581617;0.92;0.905003333333333;423.91999;59.76;47.49;15.4;11.65;52.83;61.24;0;14.41
grassland;annual;HEG47_2008;HAI;HEG47;2008;4125.07700058438;911;226;31;10;8;203.776464822637;213;22;3908.3444816887;0;0;0;3;1;12.9560540730402;23;4;4125.07700058438;2;2;1234.49565294829;1.58;2.50737933884298;455.15;62.04;39.98;24.17;21.94;34.28;40.82;36.74;37.29
grassland;annual;HEG47_2009;HAI;HEG47;2009;2317.26837676051;1250;112;36;7;4;182.501196127176;92;28;2010.24847680749;1;1;0.606500861914825;12;3;123.912202963926;21;5;2317.26837676051;3;2;1140.84068206506;1.58;-0.039819166666667;584.13;62.04;39.98;24.17;21.94;34.28;40.82;36.74;37.29
grassland;annual;HEG47_2010;HAI;HEG47;2010;1371.54973317672;680;78;29;9;8;429.729594629618;67;20;933.182769165077;0;0;0;2;1;8.63736938202679;30;6;1371.54973317672;20;2;409.915933814114;1.58;-0.52088866666667;518.6;62.04;39.98;24.17;21.94;34.28;40.82;36.74;37.29
grassland;annual;HEG47_2011;HAI;HEG47;2011;982.312453131238;540;196;21;4;2;42.1661808949142;190;17;791.344902832752;0;0;0;2;2;148.801369403572;8;2;982.312453131238;7;1;91.2622538353652;1.58;-0.479545083333333;328.29;62.04;39.98;24.17;21.94;34.28;40.82;36.74;37.29
grassland;annual;HEG47_2012;HAI;HEG47;2012;2411.48262437038;822;46;25;9;8;191.974629436508;29;13;2193.20245076145;3;2;12.7394900993819;5;2;13.5660540730402;12;4;2411.48262437038;2;2;1296.74106773353;1.58;0.968770826446281;455.85;62.04;39.98;24.17;21.94;34.28;40.82;36.74;37.29
grassland;annual;HEG47_2013;HAI;HEG47;2013;2175.75241650474;2165;108;40;10;7;443.152552942624;85;27;1673.92387646983;9;3;7.77935571487766;4;3;50.8966313774029;5;3;2175.75241650474;0;0;118.178620204179;1.58;0.61392675;563.71001;62.04;39.98;24.17;21.94;34.28;40.82;36.74;37.29
grassland;annual;HEG47_2014;HAI;HEG47;2014;1673.41598133323;732;52;26;10;6;234.808922334723;35;17;1410.10100922086;5;1;3.03250430957413;2;2;25.4735454680802;14;4;1673.41598133323;12;2;744.917068052061;1.58;2.73023966666667;479.71;62.04;39.98;24.17;21.94;34.28;40.82;36.74;37.29
grassland;annual;HEG47_2016;HAI;HEG47;2016;1289.50029049873;1336;54;25;15;9;976.375012599646;30;12;265.426975351179;6;1;3.63900517148895;3;3;44.0592973764164;3;1;1289.50029049873;3;1;38.0808915426656;1.58;3.84080595041322;403.15;62.04;39.98;24.17;21.94;34.28;40.82;36.74;37.29
grassland;annual;HEG47_2017;HAI;HEG47;2017;1826.02654270342;1093;67;22;8;6;311.756854738713;56;14;1320.58302793524;0;0;0;3;2;193.686660029468;11;2;1826.02654270342;0;0;702.351243203807;1.58;0.617645916666667;461.96001;62.04;39.98;24.17;21.94;34.28;40.82;36.74;37.29
grassland;annual;HEG48_2008;HAI;HEG48;2008;4268.84034706045;500;177;27;12;5;125.112103683127;165;22;4143.72824337732;0;0;0;0;0;0;10;3;4268.84034706045;3;1;1975.44899058998;1.48;2.69098479338843;428.41;63.28;41.67;34.62;24.33;33.79;45.96;4.29;19.41
grassland;annual;HEG48_2009;HAI;HEG48;2009;1987.75688861686;586;76;28;14;3;635.094734513195;61;24;1348.34346941266;0;0;0;1;1;4.31868469101339;8;4;1987.75688861686;0;0;382.345798869542;1.48;-0.072496166666667;544.3;63.28;41.67;34.62;24.33;33.79;45.96;4.29;19.41
grassland;annual;HEG48_2010;HAI;HEG48;2010;2148.54671666011;679;84;33;10;7;858.592602993065;67;20;1056.93288468049;2;2;1.73918227302349;5;4;231.282046713536;7;3;2148.54671666011;2;1;56.7660177817019;1.48;-0.424872;531.2;63.28;41.67;34.62;24.33;33.79;45.96;4.29;19.41
grassland;annual;HEG48_2011;HAI;HEG48;2011;3825.53040508673;1022;268;27;18;5;1248.84555880782;244;19;2566.22447517306;2;1;1.21300172382965;4;2;9.24736938202679;6;4;3825.53040508673;3;2;830.281157967939;1.48;-0.393385583333333;342.36;63.28;41.67;34.62;24.33;33.79;45.96;4.29;19.41
grassland;annual;HEG48_2012;HAI;HEG48;2012;2796.45951280607;1148;28;20;6;4;109.853085728642;21;15;2636.66548803187;1;1;49.9409390455591;0;0;0;6;5;2796.45951280607;3;2;1273.31652751035;1.48;1.21964247933884;440.73;63.28;41.67;34.62;24.33;33.79;45.96;4.29;19.41
grassland;annual;HEG48_2013;HAI;HEG48;2013;2945.10444440551;2867;199;33;16;6;519.292326462292;162;25;2390.76136255862;20;1;12.1300172382965;1;1;22.920738146307;5;4;2945.10444440551;2;2;671.759941503509;1.48;0.86739925;569.02;63.28;41.67;34.62;24.33;33.79;45.96;4.29;19.41
grassland;annual;HEG48_2014;HAI;HEG48;2014;1301.49553218695;289;42;18;14;2;392.897197132076;13;11;864.246812019602;10;2;8.16973081592361;5;3;36.1817922193472;6;5;1301.49553218695;3;2;715.186221287024;1.48;2.894979;469.08;63.28;41.67;34.62;24.33;33.79;45.96;4.29;19.41
